hour_of_crash,sex,age
13,Female,50
13,Male,77
11,Female,58
8,Male,92
18,Female,63
23,Male,56
5,Male,37
3,Male,37
18,Male,79
19,Male,50
20,Female,17
1,Male,34
18,Male,74
6,Female,46
5,Female,999
20,Male,73
22,Male,30
19,Female,44
20,Male,16
19,Male,52
11,Female,52
21,Male,31
9,Male,76
20,Male,63
1,Male,21
18,Female,61
2,Male,999
6,Female,19
17,Female,67
6,Male,33
20,Female,19
0,Male,46
3,Unknown,998
20,Male,61
20,Female,38
22,Male,8
23,Male,55
18,Male,62
9,Male,39
20,Female,51
21,Male,65
21,Male,67
4,Male,62
11,Male,21
19,Male,64
8,Male,58
12,Male,63
10,Male,74
6,Male,62
23,Female,41
23,Male,26
22,Male,38
4,Female,32
6,Female,68
6,Male,53
19,Female,53
6,Male,59
23,Male,20
4,Male,18
22,Male,44
5,Male,49
6,Male,58
9,Male,39
5,Male,55
2,Female,34
20,Female,79
22,Male,33
13,Male,34
18,Female,80
13,Male,71
20,Male,65
23,Male,28
20,Male,73
19,Male,54
21,Male,48
20,Female,51
18,Male,55
4,Female,17
20,Male,69
20,Male,64
6,Male,55
0,Male,53
0,Male,55
12,Male,87
5,Male,61
6,Male,81
19,Female,58
20,Male,61
2,Male,40
23,Male,47
13,Female,62
0,Female,56
16,Male,53
20,Male,66
18,Male,31
1,Male,17
6,Female,49
19,Male,38
14,Male,34
0,Female,62
19,Unknown,998
5,Male,20
6,Male,67
15,Male,50
0,Female,20
18,Male,72
16,Male,50
5,Male,24
18,Male,82
6,Female,27
20,Male,62
13,Male,5
12,Male,51
7,Male,58
13,Male,34
6,Male,56
20,Female,56
11,Female,85
18,Male,45
22,Male,28
20,Female,37
4,Male,25
23,Male,26
20,Male,31
0,Male,31
21,Male,54
23,Male,23
20,Male,67
17,Male,4
21,Female,26
23,Male,22
0,Male,23
2,Male,27
10,Female,78
5,Male,62
21,Male,86
22,Male,53
21,Male,55
20,Male,20
19,Male,65
21,Female,19
20,Female,60
15,Male,60
15,Male,3
22,Male,53
20,Male,61
12,Male,76
4,Male,42
22,Male,20
18,Female,64
18,Female,51
9,Male,19
18,Male,51
9,Female,83
12,Male,13
17,Female,75
4,Male,23
21,Male,52
1,Male,23
19,Male,60
21,Male,35
21,Male,61
1,Female,33
11,Male,84
21,Female,44
19,Female,49
6,Female,72
19,Male,61
1,Male,30
13,Male,81
3,Male,50
19,Male,67
15,Male,67
10,Male,90
7,Female,24
15,Male,8
6,Male,42
18,Female,52
20,Male,30
19,Male,23
10,Female,54
19,Male,39
16,Male,62
0,Male,60
21,Male,999
18,Male,49
23,Male,24
21,Male,21
1,Male,26
21,Female,35
1,Male,47
8,Female,39
18,Male,53
3,Male,50
19,Male,60
17,Male,31
7,Male,64
10,Male,17
20,Male,19
20,Female,17
20,Male,64
12,Male,55
23,Female,95
10,Male,20
9,Male,83
18,Female,11
21,Male,54
0,Male,36
22,Male,42
1,Male,40
7,Male,72
6,Female,55
11,Male,84
9,Male,73
21,Male,69
20,Male,32
14,Male,21
15,Female,53
1,Male,19
11,Male,33
18,Male,91
21,Male,60
19,Male,4
14,Male,71
20,Male,40
15,Male,40
19,Male,70
3,Female,38
6,Male,55
11,Female,58
20,Male,54
15,Male,43
18,Female,14
19,Female,15
17,Male,25
9,Male,56
17,Male,54
3,Male,44
8,Male,56
19,Male,26
7,Female,65
22,Male,53
5,Male,43
22,Male,49
21,Female,26
19,Female,87
20,Female,31
12,Female,35
0,Male,59
1,Female,54
9,Female,20
17,Male,74
19,Male,58
0,Female,30
21,Male,47
21,Male,64
21,Male,61
15,Male,67
2,Female,64
18,Male,60
3,Female,35
23,Male,56
21,Female,51
0,Male,58
22,Male,67
16,Male,85
6,Male,73
21,Male,76
7,Male,33
0,Male,50
9,Male,47
17,Male,6
6,Female,65
22,Male,38
19,Female,43
18,Female,73
23,Male,22
2,Male,59
23,Female,20
5,Male,23
11,Male,77
21,Male,15
7,Female,89
18,Female,44
2,Male,24
19,Male,28
20,Male,38
21,Female,30
23,Male,70
8,Female,70
16,Male,47
2,Female,20
2,Male,23
4,Female,29
1,Male,56
3,Female,28
6,Male,29
0,Female,32
22,Female,43
22,Female,61
14,Male,21
19,Male,46
16,Male,25
20,Female,67
12,Female,79
19,Female,45
22,Male,14
0,Male,37
0,Female,32
13,Female,65
20,Female,54
11,Male,70
19,Male,26
19,Male,14
7,Male,32
5,Male,31
19,Male,51
22,Female,76
22,Female,26
2,Male,43
4,Male,20
23,Male,55
19,Female,52
1,Female,36
17,Male,68
20,Male,66
13,Male,51
3,Male,51
20,Female,47
21,Male,58
20,Male,33
15,Male,47
0,Male,57
2,Male,39
13,Female,87
4,Male,57
6,Male,47
14,Male,53
21,Male,28
23,Male,13
22,Male,51
8,Female,82
20,Male,54
23,Male,62
21,Male,53
4,Male,27
3,Male,20
23,Male,45
15,Male,75
21,Male,38
19,Male,57
21,Female,41
17,Female,76
22,Male,52
17,Male,9
22,Female,67
7,Male,80
0,Male,44
0,Female,47
9,Male,79
14,Male,61
10,Male,11
21,Male,50
21,Male,92
10,Male,66
15,Male,74
21,Male,67
3,Male,18
20,Male,39
0,Female,35
19,Male,41
1,Male,54
19,Male,39
0,Male,28
20,Male,43
21,Male,55
4,Female,30
19,Male,65
5,Female,63
19,Male,16
19,Male,56
10,Male,67
1,Male,34
18,Female,48
20,Male,30
18,Female,56
6,Male,42
2,Female,37
9,Female,50
4,Male,27
0,Male,42
18,Male,64
22,Male,31
21,Male,54
5,Male,25
21,Male,59
5,Male,30
21,Female,39
5,Female,39
18,Male,11
20,Female,77
16,Female,56
6,Female,54
15,Female,52
11,Male,75
23,Male,998
19,Female,83
19,Male,49
5,Male,38
22,Male,45
22,Female,20
19,Female,48
20,Male,42
21,Female,54
0,Male,55
6,Female,43
23,Female,29
18,Female,73
22,Male,62
21,Male,19
22,Female,22
18,Female,53
17,Female,76
21,Female,19
3,Male,62
18,Male,59
21,Male,46
21,Male,45
8,Female,60
21,Female,55
15,Male,42
4,Male,44
21,Male,49
8,Male,35
6,Male,45
19,Female,71
7,Female,73
8,Male,47
4,Male,84
15,Male,64
12,Female,24
21,Male,67
2,Male,25
11,Male,68
12,Male,62
19,Female,54
13,Male,89
11,Male,44
21,Male,66
5,Female,36
10,Not Reported,58
21,Male,68
9,Female,73
16,Male,29
6,Female,60
22,Female,28
23,Female,37
20,Male,62
6,Female,51
19,Female,53
21,Male,58
22,Male,25
23,Male,49
20,Male,36
18,Male,62
5,Male,53
20,Male,31
5,Male,31
20,Male,45
17,Male,82
3,Male,51
2,Male,49
18,Male,55
9,Male,57
23,Male,66
15,Male,23
10,Female,83
19,Male,48
0,Female,31
20,Male,57
14,Male,57
2,Male,53
20,Male,47
13,Female,92
22,Female,32
5,Male,47
22,Female,29
23,Female,60
5,Male,62
4,Male,76
2,Male,19
14,Male,51
22,Male,31
7,Male,45
22,Male,26
18,Female,58
0,Female,20
23,Male,37
19,Female,22
14,Male,57
20,Male,52
12,Male,36
21,Female,35
21,Male,61
17,Male,51
18,Male,92
0,Male,21
19,Male,22
13,Male,37
22,Male,21
0,Male,54
18,Female,40
21,Male,37
2,Male,32
20,Male,73
21,Male,25
13,Male,61
21,Female,16
19,Male,52
21,Male,61
0,Male,40
5,Male,33
16,Male,94
0,Female,30
22,Male,21
16,Male,5
21,Male,56
7,Female,60
19,Male,27
2,Male,36
17,Female,11
6,Female,76
2,Male,58
5,Male,16
1,Male,41
22,Female,53
17,Female,65
20,Male,41
22,Male,55
19,Female,42
20,Male,52
23,Male,44
0,Male,33
15,Male,51
7,Female,41
17,Male,83
22,Male,57
17,Female,78
6,Male,69
4,Male,54
10,Female,93
0,Male,48
19,Female,47
3,Male,43
6,Female,75
7,Female,67
19,Not Reported,998
1,Male,52
6,Male,33
10,Male,35
16,Male,58
2,Male,43
2,Female,41
0,Male,56
1,Male,60
12,Male,66
9,Female,55
22,Male,56
3,Male,47
0,Male,21
23,Male,52
12,Female,73
20,Female,31
19,Male,63
7,Male,9
3,Male,26
17,Female,88
18,Male,25
17,Male,59
22,Female,38
21,Female,10
22,Male,36
5,Male,27
19,Male,53
23,Male,18
21,Male,81
18,Male,36
23,Male,31
21,Male,39
20,Female,36
6,Male,65
5,Male,16
21,Male,46
0,Male,42
18,Male,27
19,Male,35
10,Male,38
19,Male,51
19,Male,71
17,Male,25
3,Male,35
1,Female,28
21,Male,40
9,Male,27
18,Male,54
22,Male,31
23,Male,998
1,Male,23
23,Male,19
6,Female,29
18,Male,46
10,Male,46
21,Female,43
16,Male,55
12,Male,80
20,Male,50
23,Female,31
19,Female,26
22,Male,39
15,Female,90
1,Male,33
17,Male,3
7,Male,52
16,Male,66
19,Male,56
6,Female,32
23,Male,22
6,Female,20
5,Male,32
20,Male,51
15,Male,49
8,Female,34
18,Male,55
21,Male,62
20,Male,33
22,Female,64
23,Male,35
21,Male,36
21,Male,53
18,Male,39
22,Male,26
3,Male,34
22,Male,54
3,Female,26
20,Male,22
0,Male,29
0,Male,51
1,Unknown,998
6,Male,68
21,Female,53
10,Female,23
9,Female,82
4,Male,36
23,Female,25
3,Male,24
23,Male,20
17,Male,60
20,Male,65
18,Male,69
6,Female,28
0,Male,27
0,Female,56
0,Female,49
18,Male,55
20,Male,78
19,Male,58
19,Male,62
11,Male,51
21,Male,48
17,Male,60
21,Male,58
3,Male,45
21,Male,47
23,Male,999
23,Male,50
8,Male,60
9,Male,52
7,Female,52
22,Male,26
18,Female,70
21,Male,43
19,Male,59
6,Male,33
6,Male,64
1,Male,23
22,Female,36
21,Female,61
0,Male,39
9,Female,54
7,Male,63
12,Male,26
23,Male,998
20,Male,64
11,Male,53
16,Male,3
7,Male,13
7,Female,14
5,Male,22
6,Female,60
22,Male,30
18,Female,59
20,Male,999
5,Female,47
22,Male,31
20,Male,81
22,Female,34
19,Female,9
7,Male,73
5,Male,14
20,Male,999
19,Male,67
0,Male,48
1,Male,34
16,Male,61
3,Male,22
21,Male,61
15,Male,34
17,Female,20
11,Male,59
19,Male,53
18,Female,79
13,Male,49
20,Male,19
19,Female,69
4,Male,32
21,Male,37
17,Female,56
10,Male,45
19,Male,38
16,Male,72
17,Male,67
22,Male,65
19,Male,49
18,Female,80
7,Female,17
23,Male,56
5,Male,27
3,Male,27
18,Male,32
22,Male,27
20,Female,55
15,Male,64
17,Male,44
23,Female,33
0,Male,25
22,Male,51
14,Male,32
22,Male,57
6,Female,51
18,Male,14
12,Male,88
4,Male,54
12,Male,70
19,Male,77
23,Male,24
22,Male,51
0,Male,19
23,Male,27
18,Male,60
22,Male,57
23,Male,55
16,Male,69
18,Female,70
23,Male,33
22,Male,24
23,Male,44
18,Female,52
4,Male,23
19,Male,45
5,Male,64
1,Male,37
7,Male,59
5,Male,51
23,Male,36
17,Male,22
2,Male,23
18,Male,68
5,Female,37
9,Female,79
9,Male,72
4,Male,32
19,Female,47
22,Male,54
21,Male,60
19,Male,52
18,Female,68
6,Male,27
21,Male,58
1,Female,53
4,Female,83
20,Male,60
17,Male,42
4,Male,46
21,Female,31
3,Male,64
21,Male,50
23,Male,26
18,Female,60
19,Male,8
20,Male,53
17,Male,54
8,Female,34
0,Female,35
19,Male,73
23,Male,55
21,Male,67
22,Male,56
5,Male,47
0,Male,34
23,Male,58
0,Female,0
21,Female,31
18,Female,57
19,Male,37
2,Male,19
2,Male,62
16,Male,44
5,Female,57
3,Male,42
10,Not Reported,998
20,Male,66
19,Male,67
22,Male,66
9,Female,33
5,Female,14
7,Male,77
17,Male,64
21,Male,61
19,Male,53
21,Male,30
2,Female,34
4,Male,66
10,Female,89
0,Male,84
20,Not Reported,998
23,Male,41
6,Male,21
0,Male,26
14,Female,78
14,Male,56
20,Male,26
2,Female,17
16,Male,43
20,Male,24
6,Male,45
17,Male,59
19,Male,26
18,Male,58
4,Male,18
23,Male,26
23,Female,31
19,Female,998
21,Male,49
7,Male,63
17,Male,15
3,Male,25
23,Male,27
18,Female,35
20,Male,29
20,Male,58
3,Male,18
6,Male,16
8,Male,58
1,Male,29
7,Female,62
21,Female,22
3,Male,26
12,Female,7
6,Male,57
20,Male,64
6,Male,69
19,Male,6
6,Male,13
23,Female,23
23,Male,45
19,Male,56
20,Female,54
18,Male,60
8,Female,75
23,Male,51
1,Female,28
22,Male,33
22,Male,40
23,Male,57
21,Male,45
23,Male,998
17,Female,62
21,Male,65
23,Male,33
20,Male,54
22,Female,51
1,Male,47
21,Female,58
23,Male,46
4,Female,47
15,Male,15
21,Male,71
13,Male,45
14,Male,64
9,Male,61
11,Female,81
0,Female,55
11,Male,44
0,Female,15
21,Female,65
15,Male,5
20,Female,58
0,Male,26
23,Male,21
8,Male,68
0,Female,56
22,Male,61
17,Male,55
17,Female,48
22,Male,59
18,Male,1
13,Male,41
5,Male,73
16,Male,60
21,Female,21
7,Male,72
4,Female,75
16,Male,81
2,Male,54
17,Female,43
23,Female,44
22,Female,57
6,Male,48
10,Female,89
6,Female,52
18,Male,22
5,Male,30
1,Female,37
23,Male,65
10,Male,69
12,Female,49
22,Male,14
22,Male,49
8,Female,65
14,Female,16
1,Female,26
6,Female,86
5,Female,57
13,Male,91
5,Male,14
20,Female,62
1,Female,22
8,Male,40
5,Female,47
19,Female,56
19,Male,40
23,Male,28
20,Female,53
23,Female,26
9,Female,32
21,Male,46
16,Female,12
4,Female,27
4,Male,999
21,Male,50
0,Male,48
21,Male,60
1,Male,55
6,Female,50
17,Male,21
7,Female,15
17,Male,43
6,Female,65
20,Male,41
15,Male,56
0,Male,37
17,Male,15
1,Female,45
6,Male,57
19,Male,78
3,Male,54
1,Female,55
17,Male,69
22,Unknown,998
14,Male,67
20,Male,77
3,Male,28
15,Male,85
6,Male,39
4,Male,52
23,Male,28
19,Male,52
9,Female,56
17,Female,27
9,Male,83
21,Male,44
22,Female,39
15,Female,83
23,Male,53
17,Male,3
4,Male,41
19,Male,44
1,Female,30
19,Female,73
1,Male,60
5,Male,25
5,Male,35
21,Male,44
21,Male,53
21,Female,45
23,Male,76
2,Male,56
19,Female,48
22,Female,16
18,Female,85
17,Male,48
23,Male,27
5,Female,56
22,Male,62
13,Male,65
19,Male,28
20,Male,59
21,Male,19
22,Male,68
22,Female,49
20,Female,71
19,Male,55
20,Female,1
22,Male,55
5,Male,45
2,Male,24
21,Male,18
21,Male,30
10,Male,17
18,Male,61
15,Male,55
17,Male,50
14,Male,51
13,Male,14
19,Male,4
12,Male,86
10,Female,52
23,Male,28
19,Male,60
20,Male,44
2,Male,31
6,Male,68
23,Male,67
21,Male,17
18,Male,79
20,Male,53
18,Male,37
3,Male,48
21,Male,17
5,Male,36
5,Female,29
11,Male,53
17,Male,83
19,Female,83
19,Female,58
17,Male,70
19,Male,40
21,Female,77
3,Male,53
19,Male,9
17,Male,62
18,Male,53
15,Male,89
15,Female,72
23,Male,52
21,Male,51
6,Male,32
11,Female,79
3,Female,66
19,Male,25
21,Female,999
3,Male,27
8,Female,29
9,Male,74
21,Female,59
23,Male,50
21,Male,70
21,Male,31
17,Male,37
20,Female,45
21,Male,55
4,Male,21
18,Male,40
21,Male,36
3,Male,51
21,Male,49
23,Male,16
16,Female,21
1,Male,21
16,Male,61
2,Male,19
20,Male,58
18,Male,65
7,Male,56
3,Male,22
20,Male,27
21,Female,29
20,Male,25
20,Female,62
8,Female,68
19,Female,41
22,Female,50
19,Male,45
19,Female,30
17,Female,53
17,Female,4
15,Male,58
19,Female,31
14,Female,68
19,Male,67
16,Male,59
20,Male,24
17,Male,11
21,Male,60
20,Male,44
8,Female,70
19,Female,76
18,Male,44
6,Male,52
13,Male,56
20,Male,38
20,Female,47
18,Female,89
10,Male,52
11,Male,73
7,Male,42
23,Male,27
17,Female,55
20,Male,59
10,Male,86
18,Male,65
5,Female,50
3,Female,58
0,Female,55
20,Male,53
11,Male,81
17,Male,61
17,Male,68
0,Male,23
21,Male,55
11,Female,81
11,Male,75
6,Female,44
13,Male,77
17,Male,51
6,Male,59
10,Male,41
18,Male,58
23,Male,27
20,Female,76
15,Male,87
7,Female,71
19,Male,41
19,Male,58
7,Male,77
0,Female,65
20,Male,35
8,Male,30
22,Male,32
6,Male,55
20,Male,62
22,Male,45
18,Male,89
8,Male,68
17,Female,69
19,Male,51
10,Female,65
3,Male,30
1,Male,66
20,Male,34
17,Male,60
0,Male,37
21,Male,50
6,Male,59
0,Male,45
5,Male,41
20,Male,58
18,Male,55
17,Male,66
4,Female,55
16,Unknown,998
0,Male,50
5,Female,34
1,Male,35
20,Male,43
1,Male,32
19,Male,17
22,Unknown,998
19,Male,73
11,Male,55
18,Female,16
3,Female,45
18,Male,36
0,Male,37
6,Male,47
2,Male,54
20,Female,46
0,Female,32
7,Male,89
17,Male,63
7,Female,7
23,Male,46
21,Male,23
3,Male,24
6,Male,37
6,Male,83
13,Male,70
0,Male,55
1,Female,56
6,Male,29
4,Male,21
14,Male,16
16,Male,73
13,Male,46
0,Male,21
8,Male,34
19,Male,32
19,Male,43
3,Male,24
20,Male,71
12,Female,70
19,Male,35
7,Male,19
4,Male,38
23,Male,30
23,Female,27
10,Female,75
19,Female,22
3,Male,19
5,Male,51
23,Male,68
20,Male,61
12,Female,61
6,Female,31
19,Male,72
13,Male,74
20,Male,65
2,Male,23
19,Male,17
20,Male,59
20,Male,41
15,Male,75
5,Male,68
18,Female,52
20,Male,45
22,Male,55
18,Male,60
21,Male,22
18,Male,998
20,Male,48
0,Male,30
22,Male,39
6,Male,43
19,Male,64
1,Female,52
7,Female,67
20,Male,63
19,Male,39
21,Male,53
21,Male,55
18,Female,87
19,Female,62
10,Male,67
3,Female,23
9,Male,65
20,Male,41
4,Male,49
18,Male,53
17,Male,10
5,Male,39
8,Male,32
19,Male,52
21,Male,47
0,Male,63
19,Male,46
5,Female,17
2,Male,63
10,Male,48
5,Female,57
4,Male,37
12,Male,46
22,Male,24
10,Male,52
9,Male,89
20,Male,42
8,Female,86
19,Unknown,998
2,Male,19
20,Female,59
14,Female,82
15,Female,58
22,Female,50
8,Male,20
20,Female,70
22,Female,62
5,Male,39
12,Male,55
19,Male,57
7,Female,64
20,Male,63
7,Female,47
19,Male,12
18,Female,55
21,Male,58
15,Male,63
19,Male,36
17,Male,14
1,Male,22
22,Male,33
19,Female,64
17,Male,71
21,Female,44
20,Male,34
20,Female,36
23,Male,20
18,Male,58
0,Male,57
10,Male,59
11,Male,81
20,Male,63
16,Male,24
6,Male,58
2,Male,77
21,Male,52
5,Male,49
10,Female,42
18,Male,19
21,Male,34
22,Male,76
11,Male,47
20,Male,40
3,Male,49
18,Female,20
21,Male,72
22,Male,17
23,Male,25
17,Female,14
20,Male,47
23,Male,28
1,Male,29
1,Male,60
22,Female,28
18,Male,50
21,Female,75
9,Male,38
2,Male,47
11,Male,52
15,Female,75
99,Male,68
2,Male,59
21,Male,50
0,Male,24
22,Female,57
17,Male,6
20,Male,48
19,Male,11
7,Male,44
19,Male,53
5,Male,21
18,Male,57
19,Male,38
6,Male,85
19,Male,16
8,Male,52
21,Male,52
0,Male,52
19,Male,55
19,Male,52
10,Male,70
20,Female,77
13,Male,61
2,Male,20
21,Male,64
21,Male,51
1,Female,27
21,Male,14
3,Male,28
21,Female,49
6,Male,41
18,Male,71
19,Male,59
17,Male,57
13,Female,75
5,Male,53
19,Male,72
20,Male,44
19,Male,56
16,Male,60
20,Male,1
21,Male,44
21,Male,58
19,Male,50
18,Male,17
5,Male,51
13,Female,10
17,Female,69
2,Male,58
2,Male,52
5,Male,40
0,Female,59
22,Female,35
18,Male,42
5,Male,49
23,Male,29
20,Male,46
19,Male,45
21,Male,78
19,Male,36
18,Female,24
18,Male,65
1,Male,34
1,Male,15
22,Male,49
4,Male,54
5,Male,19
19,Male,26
12,Female,55
0,Female,18
22,Male,65
22,Male,30
2,Male,46
22,Male,42
23,Male,49
4,Male,36
20,Male,79
6,Female,31
23,Male,40
20,Female,56
20,Male,64
6,Male,31
18,Male,24
14,Male,66
12,Female,69
15,Male,55
19,Male,34
6,Male,54
1,Male,61
22,Male,70
17,Male,50
20,Male,74
20,Male,37
10,Male,51
21,Female,2
20,Male,18
18,Male,76
6,Male,43
19,Male,35
7,Male,79
15,Male,65
2,Female,44
4,Male,71
2,Male,33
0,Male,47
21,Male,63
21,Male,53
20,Female,65
15,Female,44
22,Male,43
2,Male,51
6,Female,58
15,Female,33
2,Male,58
4,Male,61
23,Male,16
6,Male,70
12,Male,63
18,Male,77
22,Male,51
22,Male,14
3,Male,46
18,Male,37
20,Male,55
5,Male,36
0,Female,37
16,Male,52
6,Male,72
0,Female,33
17,Female,58
2,Female,44
9,Male,73
21,Male,26
99,Male,44
13,Male,49
21,Male,59
20,Male,26
20,Female,37
1,Female,74
16,Male,44
10,Male,21
21,Male,33
20,Female,24
0,Male,33
20,Female,28
22,Male,52
18,Male,84
9,Male,51
7,Male,51
6,Male,60
22,Female,83
16,Male,31
22,Male,26
5,Male,20
16,Male,998
5,Male,40
19,Male,57
20,Female,28
0,Male,20
22,Male,42
1,Male,55
7,Male,33
23,Male,25
22,Male,54
23,Male,34
21,Male,22
14,Male,83
22,Male,68
18,Female,2
13,Male,48
0,Male,20
17,Male,36
16,Female,62
22,Male,46
22,Female,19
20,Male,22
17,Male,62
7,Male,75
12,Male,65
1,Male,34
2,Male,38
1,Female,38
9,Male,65
20,Male,56
6,Female,47
20,Male,62
5,Female,73
5,Male,35
20,Male,50
8,Male,14
2,Female,54
1,Male,67
8,Male,78
18,Female,56
20,Male,58
2,Male,22
19,Male,90
23,Male,34
19,Male,52
21,Male,50
19,Female,42
5,Male,23
12,Female,53
18,Unknown,998
19,Male,46
20,Male,79
0,Male,37
16,Male,60
17,Female,75
10,Female,86
4,Male,76
22,Male,55
11,Female,65
22,Female,76
18,Female,73
15,Male,42
18,Male,70
18,Male,51
23,Male,40
0,Male,54
3,Male,24
18,Female,80
4,Female,23
23,Male,58
0,Male,56
23,Male,28
7,Male,88
22,Male,71
5,Male,74
20,Female,50
21,Male,24
19,Female,37
18,Male,49
9,Male,62
23,Male,49
10,Female,74
20,Male,56
0,Female,29
0,Male,45
6,Female,58
19,Male,71
3,Male,61
8,Male,85
20,Male,56
23,Male,46
10,Male,71
23,Male,21
19,Male,51
21,Male,50
13,Male,31
13,Female,78
17,Male,51
19,Male,53
22,Female,52
19,Female,70
6,Female,49
1,Male,42
23,Male,47
17,Male,91
23,Female,68
1,Male,42
9,Female,81
17,Female,31
4,Male,16
8,Male,12
20,Male,43
11,Male,61
4,Male,19
3,Male,52
21,Male,61
17,Male,51
5,Male,26
12,Female,70
20,Female,17
21,Male,27
19,Male,57
4,Male,62
1,Male,22
20,Male,46
19,Male,998
20,Male,49
1,Female,34
21,Male,59
20,Female,48
18,Male,50
18,Female,24
5,Male,23
19,Female,49
19,Male,52
7,Male,61
2,Male,34
12,Female,73
21,Male,52
6,Male,45
16,Male,59
7,Male,56
19,Male,68
10,Male,75
18,Male,49
15,Female,50
4,Unknown,22
3,Female,40
18,Female,56
23,Female,41
21,Male,55
5,Female,34
8,Female,49
20,Female,73
20,Female,50
5,Male,24
7,Male,31
19,Male,47
4,Female,35
21,Female,998
10,Male,72
6,Male,46
13,Female,77
4,Male,20
5,Male,66
17,Male,47
13,Male,61
19,Male,15
1,Female,16
0,Male,40
22,Male,39
5,Male,42
23,Male,38
3,Female,36
19,Male,37
2,Male,19
23,Male,36
19,Female,5
3,Male,18
21,Male,78
23,Male,56
7,Female,31
20,Male,73
22,Male,46
1,Female,47
20,Male,60
0,Male,41
22,Male,50
17,Male,75
2,Female,40
7,Male,73
17,Male,68
20,Male,66
21,Male,70
20,Male,28
2,Male,42
19,Female,75
13,Male,14
6,Male,26
18,Male,66
20,Female,69
20,Female,34
23,Male,38
18,Female,61
17,Female,73
16,Male,33
19,Male,66
7,Male,42
23,Male,18
20,Female,31
22,Female,33
22,Male,29
0,Male,50
3,Male,25
6,Female,64
6,Female,35
1,Male,18
18,Male,84
5,Female,50
8,Female,41
12,Female,27
1,Male,38
5,Female,58
17,Male,73
7,Male,80
6,Female,31
12,Male,31
19,Male,57
22,Male,21
21,Male,16
19,Male,55
15,Male,62
6,Female,82
9,Male,69
12,Female,83
14,Female,25
20,Female,67
21,Male,18
14,Male,68
1,Male,60
6,Female,71
6,Male,57
19,Male,35
17,Male,2
5,Male,66
10,Male,65
6,Female,53
21,Female,56
9,Male,49
19,Male,55
19,Female,66
19,Male,51
16,Female,75
18,Male,44
0,Male,5
17,Male,3
19,Male,58
16,Female,10
6,Male,44
10,Female,80
23,Male,35
6,Male,48
21,Male,48
23,Female,64
22,Female,14
4,Male,32
19,Male,51
2,Male,38
2,Male,60
7,Female,64
6,Female,68
18,Male,39
5,Male,39
0,Female,43
19,Female,11
23,Male,22
0,Male,44
20,Male,76
17,Male,36
22,Male,49
7,Male,65
23,Female,44
8,Male,70
19,Male,58
21,Male,34
22,Female,26
20,Male,67
22,Male,21
9,Male,48
16,Male,77
20,Female,36
0,Male,79
19,Male,39
22,Male,51
15,Male,77
5,Male,56
21,Female,14
19,Female,7
1,Male,74
19,Male,48
18,Male,79
20,Male,32
4,Female,22
17,Female,49
8,Male,17
18,Male,67
18,Male,65
20,Male,27
12,Male,61
23,Male,30
19,Female,59
0,Male,30
15,Male,62
4,Male,27
15,Female,4
21,Male,15
19,Male,38
13,Male,59
1,Male,29
18,Male,66
18,Male,36
18,Male,60
4,Male,32
16,Male,52
23,Male,35
6,Male,39
1,Male,31
10,Female,54
17,Female,74
15,Female,64
23,Male,72
18,Female,19
4,Male,50
18,Male,70
13,Female,61
21,Male,50
18,Male,54
23,Male,31
17,Female,92
20,Male,63
15,Male,11
21,Male,6
20,Male,54
18,Female,19
0,Male,25
11,Male,66
19,Male,12
23,Male,36
20,Female,19
20,Male,60
12,Male,49
14,Male,51
2,Male,45
22,Female,57
21,Female,17
15,Female,76
11,Female,63
6,Male,17
23,Male,998
14,Male,72
8,Male,30
17,Male,21
3,Male,59
4,Male,65
5,Male,38
19,Male,18
19,Male,28
22,Female,14
0,Male,68
9,Male,25
21,Male,30
18,Male,74
17,Male,77
13,Male,41
1,Female,39
17,Male,73
23,Female,26
20,Male,47
23,Male,61
19,Female,68
2,Male,58
8,Female,23
6,Male,57
23,Male,16
23,Male,52
6,Male,21
21,Female,34
0,Male,54
10,Male,35
18,Male,56
7,Male,47
16,Male,53
22,Male,39
14,Male,5
17,Female,13
15,Male,86
13,Male,21
0,Male,23
20,Female,59
11,Male,38
21,Female,33
20,Male,43
5,Female,19
15,Male,42
12,Female,22
16,Male,42
6,Male,22
21,Female,17
3,Unknown,999
22,Female,40
3,Male,37
21,Male,35
14,Male,62
20,Male,56
1,Male,24
17,Male,84
19,Female,38
7,Male,36
21,Male,41
19,Female,73
18,Male,75
21,Male,53
21,Male,56
12,Male,65
22,Female,54
0,Male,42
10,Male,85
18,Female,57
23,Male,40
8,Female,22
22,Male,23
1,Male,49
5,Male,78
18,Female,30
1,Male,46
21,Male,26
21,Male,30
20,Male,26
21,Male,44
22,Male,64
2,Male,44
21,Female,80
8,Male,71
21,Male,69
18,Female,67
21,Male,30
7,Male,53
4,Male,80
16,Female,41
14,Male,58
15,Male,86
7,Female,69
22,Male,26
1,Male,25
11,Female,58
21,Male,25
22,Female,29
21,Male,55
6,Female,19
0,Male,48
17,Male,76
18,Female,60
11,Male,5
20,Male,67
19,Male,58
17,Female,27
21,Male,19
22,Male,37
20,Male,58
3,Male,53
20,Male,78
21,Male,18
22,Male,37
19,Male,68
22,Male,70
21,Male,34
19,Male,17
20,Male,74
19,Male,72
13,Female,15
6,Male,91
21,Male,41
22,Male,30
20,Male,57
22,Male,54
23,Male,60
12,Male,55
21,Male,22
16,Male,28
20,Male,56
21,Male,55
