hour_of_crash,sex,age
0,Male,31
20,Male,62
20,Male,27
18,Male,26
22,Female,23
7,Male,87
0,Male,24
23,Male,41
5,Male,50
23,Male,47
19,Male,56
23,Male,49
7,Male,48
7,Male,59
12,Female,65
6,Female,71
6,Male,60
17,Female,52
21,Female,27
0,Female,29
2,Male,37
22,Male,58
4,Male,48
5,Male,49
2,Male,33
2,Female,62
1,Male,18
6,Male,67
19,Female,72
1,Female,62
23,Male,23
20,Male,26
23,Male,54
19,Male,15
19,Female,46
14,Male,71
18,Male,41
12,Female,60
15,Female,41
18,Female,59
3,Male,40
19,Male,53
21,Female,61
16,Female,53
2,Male,20
22,Male,58
5,Male,51
8,Male,62
22,Female,46
17,Male,84
19,Male,33
15,Female,46
22,Male,57
2,Female,38
19,Male,52
12,Male,87
6,Male,87
2,Female,21
23,Female,22
6,Male,59
19,Male,57
7,Male,16
12,Male,46
22,Male,54
19,Male,32
12,Male,65
19,Male,32
20,Male,64
19,Female,29
18,Male,65
2,Male,63
22,Male,77
21,Male,53
19,Male,50
18,Male,59
23,Female,44
15,Female,31
1,Male,35
21,Male,21
9,Female,90
5,Male,45
16,Male,63
10,Male,44
0,Female,81
17,Male,5
6,Female,52
22,Male,29
4,Female,36
3,Female,61
19,Male,49
4,Female,23
0,Male,37
7,Female,12
16,Female,66
18,Female,16
21,Male,31
16,Male,16
20,Male,62
8,Male,58
5,Male,71
20,Male,51
22,Male,45
4,Male,62
18,Female,25
17,Male,3
22,Male,59
12,Female,73
17,Female,77
8,Male,60
17,Male,47
19,Male,54
20,Female,16
19,Female,42
19,Male,4
2,Male,51
12,Female,27
19,Male,43
18,Male,74
18,Male,60
5,Male,34
21,Male,56
21,Male,41
3,Male,40
21,Male,64
22,Male,44
13,Male,50
22,Male,22
16,Female,77
17,Female,1
2,Male,55
10,Male,58
16,Female,64
13,Male,71
1,Male,25
13,Male,58
21,Female,53
18,Male,11
23,Male,29
9,Male,27
9,Male,36
9,Female,64
16,Female,82
22,Male,81
6,Male,23
17,Male,30
3,Male,20
17,Male,85
19,Male,73
22,Female,23
20,Female,66
20,Male,41
18,Male,65
0,Male,30
16,Female,78
20,Male,51
21,Male,63
5,Male,14
19,Male,54
21,Male,34
12,Male,59
17,Male,59
20,Male,46
22,Male,54
17,Male,4
12,Female,67
1,Female,20
19,Male,24
0,Male,59
23,Female,36
0,Female,15
22,Male,39
17,Male,77
19,Female,26
1,Male,32
17,Female,28
13,Male,42
1,Male,64
20,Male,52
22,Female,18
19,Male,14
6,Male,49
21,Male,50
21,Male,54
20,Female,50
16,Male,10
19,Female,30
6,Female,69
16,Female,35
22,Male,10
3,Male,30
19,Male,54
19,Male,61
18,Male,23
8,Male,68
2,Female,69
20,Female,69
22,Male,54
17,Male,51
18,Male,43
21,Female,49
0,Male,61
21,Female,29
1,Female,29
22,Male,19
99,Female,74
13,Male,48
21,Male,38
1,Male,60
19,Male,42
1,Male,45
17,Male,57
23,Male,18
19,Male,65
21,Female,16
5,Male,25
17,Male,15
22,Male,45
17,Female,46
7,Male,13
22,Male,66
13,Male,27
17,Male,4
18,Female,42
18,Male,18
21,Female,14
21,Male,56
18,Female,42
7,Male,85
19,Male,50
13,Female,77
10,Male,33
14,Male,59
18,Male,73
21,Male,29
6,Male,70
10,Male,61
19,Male,69
7,Male,34
8,Male,66
18,Female,43
19,Male,51
20,Male,44
15,Male,68
19,Male,51
20,Male,54
4,Female,21
2,Male,23
22,Male,40
1,Male,51
19,Male,75
18,Male,39
20,Male,39
20,Male,79
0,Male,44
18,Female,25
17,Female,36
1,Male,32
17,Female,23
14,Female,73
21,Male,52
22,Male,52
14,Male,16
2,Male,35
13,Male,77
1,Male,55
20,Male,14
19,Male,32
20,Male,91
16,Male,7
23,Male,36
22,Male,26
17,Female,7
19,Female,43
23,Male,51
21,Male,67
20,Male,35
22,Female,37
19,Male,70
18,Female,77
10,Male,31
12,Male,48
1,Male,45
19,Female,26
6,Female,66
19,Male,62
12,Male,25
19,Male,40
22,Male,53
22,Male,41
1,Male,39
7,Male,26
10,Male,34
17,Female,70
15,Male,42
8,Male,42
22,Male,40
10,Male,45
0,Male,37
9,Male,27
23,Female,24
21,Female,63
3,Male,26
18,Female,70
3,Female,45
19,Male,56
23,Female,10
21,Male,52
14,Male,79
9,Female,58
10,Male,72
20,Male,52
16,Male,55
23,Male,72
20,Female,40
19,Male,32
17,Male,18
1,Female,39
19,Male,26
19,Male,93
23,Female,42
16,Male,5
17,Male,84
15,Male,60
7,Female,60
99,Male,22
23,Male,20
10,Male,90
21,Male,60
21,Male,37
18,Male,62
19,Male,63
21,Female,41
7,Male,67
3,Male,50
20,Unknown,999
1,Female,52
0,Male,18
5,Male,53
21,Male,53
20,Male,57
20,Male,54
13,Male,17
17,Male,82
0,Male,26
7,Male,59
19,Male,51
20,Female,45
20,Female,18
22,Male,37
20,Male,22
14,Male,49
21,Male,47
1,Male,19
19,Male,52
17,Female,59
22,Male,34
0,Female,24
18,Male,31
6,Male,23
11,Female,66
23,Male,56
23,Female,52
8,Male,77
21,Male,41
3,Male,55
20,Female,50
20,Male,59
18,Female,7
23,Male,52
18,Female,85
21,Female,21
20,Male,61
21,Male,59
6,Male,54
4,Male,36
6,Female,51
18,Male,25
21,Male,34
9,Female,51
20,Male,35
8,Male,79
5,Male,22
16,Female,50
19,Male,83
3,Male,25
17,Female,24
22,Male,45
18,Male,55
14,Female,69
23,Male,53
20,Male,59
11,Male,81
17,Male,24
7,Male,76
17,Male,52
6,Female,17
12,Male,42
21,Male,58
20,Male,38
21,Male,35
5,Female,19
16,Female,67
11,Male,52
14,Male,70
20,Male,66
23,Male,24
3,Female,25
19,Male,63
5,Male,19
10,Female,30
1,Male,64
23,Male,34
18,Male,29
20,Female,67
20,Female,44
17,Female,93
5,Male,60
22,Male,39
1,Male,21
7,Male,63
6,Male,61
20,Female,70
20,Male,49
6,Male,58
0,Male,61
21,Female,28
7,Female,0
4,Male,56
0,Male,55
14,Male,49
1,Female,49
12,Male,64
0,Male,55
22,Male,44
1,Male,64
21,Female,37
18,Male,6
16,Male,51
17,Male,58
23,Female,54
17,Male,57
21,Male,78
7,Male,4
5,Male,69
7,Male,63
23,Male,29
10,Male,77
18,Male,70
11,Male,53
14,Male,55
1,Female,52
0,Female,26
0,Female,36
9,Male,18
18,Female,86
20,Male,28
6,Female,27
17,Male,73
17,Female,37
3,Female,30
18,Male,11
20,Female,59
3,Male,51
19,Female,13
14,Male,60
11,Male,16
5,Female,38
23,Male,66
22,Female,42
20,Male,26
4,Female,23
15,Female,62
20,Male,68
17,Female,53
20,Female,38
14,Male,4
22,Female,32
20,Male,25
1,Female,23
3,Male,45
22,Female,57
4,Male,36
13,Female,40
1,Male,40
0,Male,65
20,Male,36
22,Male,25
4,Male,36
0,Male,31
21,Male,53
8,Female,73
0,Male,44
20,Male,72
13,Male,18
10,Male,51
18,Male,84
1,Female,25
5,Female,93
21,Female,52
17,Male,82
2,Male,21
17,Female,91
21,Female,30
1,Male,35
19,Female,60
23,Female,34
18,Female,83
5,Male,51
2,Female,27
18,Female,49
4,Male,36
5,Female,50
17,Male,68
19,Female,42
14,Female,38
0,Male,16
8,Female,79
21,Female,61
15,Female,33
5,Male,88
21,Male,47
22,Female,35
20,Female,50
20,Female,82
4,Male,23
22,Female,44
20,Female,27
1,Male,40
21,Male,21
18,Male,35
20,Male,21
21,Male,26
18,Male,47
0,Male,52
20,Male,36
10,Male,56
0,Male,56
19,Male,74
5,Male,46
15,Female,15
2,Male,34
0,Male,52
3,Male,61
20,Male,42
19,Female,35
0,Male,21
20,Male,50
6,Male,58
17,Male,47
6,Female,18
19,Male,51
22,Female,69
12,Male,90
21,Female,27
18,Male,61
20,Male,63
20,Male,27
16,Male,64
22,Male,43
18,Female,37
15,Female,12
5,Male,61
1,Female,46
19,Male,60
23,Male,57
19,Female,32
1,Male,20
23,Male,34
19,Male,56
6,Male,82
1,Male,33
23,Female,33
21,Male,22
17,Female,82
19,Male,49
18,Male,21
7,Female,59
19,Male,53
17,Male,36
21,Female,43
23,Male,21
3,Male,35
0,Male,41
0,Male,60
23,Male,26
20,Male,54
18,Male,65
21,Female,44
23,Male,70
17,Male,15
4,Male,52
22,Male,63
23,Male,32
19,Male,41
19,Male,68
19,Female,20
7,Male,46
5,Male,55
11,Male,84
15,Male,12
7,Male,92
20,Male,89
2,Male,55
23,Male,20
15,Male,59
14,Female,3
9,Male,999
14,Male,49
22,Male,18
22,Male,25
21,Female,56
21,Female,34
3,Male,22
18,Male,8
23,Male,50
3,Male,61
11,Male,66
2,Female,38
20,Female,37
8,Female,25
22,Male,27
4,Male,53
1,Female,41
22,Male,20
9,Female,73
18,Female,33
4,Female,89
1,Male,42
21,Female,86
22,Male,50
21,Male,58
1,Male,25
5,Male,54
19,Female,27
1,Female,30
6,Female,37
19,Male,55
18,Male,53
19,Female,39
18,Male,70
22,Male,45
20,Male,76
13,Male,72
6,Female,68
0,Female,49
5,Male,34
23,Female,71
20,Male,22
12,Female,75
14,Female,2
9,Male,68
19,Male,53
19,Male,20
3,Male,22
19,Female,46
16,Male,39
4,Female,52
4,Male,27
16,Male,50
22,Male,32
4,Male,38
22,Male,70
19,Male,65
7,Male,50
2,Female,46
18,Male,11
99,Male,76
19,Female,49
18,Male,35
19,Male,31
2,Male,31
19,Male,58
18,Male,32
6,Male,59
0,Female,30
4,Female,26
9,Female,57
0,Male,36
6,Female,27
23,Male,23
19,Male,44
2,Male,36
19,Male,35
6,Female,42
5,Male,27
5,Male,45
22,Male,27
19,Female,69
10,Female,83
8,Male,50
8,Female,64
23,Male,49
7,Female,74
4,Female,23
21,Male,15
19,Male,18
21,Female,83
12,Male,52
18,Female,5
21,Male,55
6,Male,30
9,Male,49
23,Male,49
0,Male,40
12,Male,51
0,Female,23
5,Male,27
11,Male,56
16,Male,79
6,Female,60
23,Male,37
21,Male,41
6,Male,7
9,Male,17
21,Male,63
21,Male,32
20,Female,23
22,Female,58
3,Female,33
19,Female,73
20,Male,74
1,Male,2
21,Male,47
4,Male,55
23,Male,58
2,Male,62
8,Male,83
6,Male,36
6,Male,80
7,Male,13
20,Female,72
18,Male,65
7,Male,85
19,Male,43
20,Male,42
23,Male,40
21,Female,43
3,Male,26
2,Male,24
22,Male,31
1,Male,50
22,Male,62
22,Female,35
20,Male,22
12,Male,80
20,Male,72
3,Male,62
22,Male,57
1,Female,54
23,Male,50
20,Female,53
22,Female,57
19,Male,61
22,Female,3
23,Male,29
20,Male,58
18,Male,55
18,Male,18
21,Female,26
12,Female,72
11,Male,15
7,Male,57
4,Male,28
1,Female,25
21,Male,28
8,Female,7
7,Female,26
22,Male,48
3,Male,51
10,Male,53
18,Female,35
18,Male,37
2,Female,38
20,Male,64
5,Female,42
19,Male,61
17,Male,55
20,Male,15
2,Female,21
2,Female,26
14,Male,9
6,Male,18
5,Female,32
99,Female,53
6,Female,38
23,Male,31
21,Male,59
22,Male,26
18,Female,45
3,Male,51
2,Male,24
21,Male,35
21,Male,39
20,Female,33
22,Male,38
10,Male,73
6,Male,53
21,Male,58
3,Male,29
21,Female,52
20,Male,85
18,Male,60
21,Male,64
22,Male,64
15,Female,49
19,Male,48
21,Male,49
7,Female,72
21,Female,59
22,Male,32
12,Male,17
14,Male,57
21,Female,38
17,Male,77
5,Female,16
19,Male,21
16,Male,60
16,Male,66
9,Female,87
8,Male,76
19,Female,75
9,Male,41
23,Male,34
22,Male,27
22,Male,54
22,Male,62
19,Male,60
22,Female,3
5,Female,47
20,Male,50
19,Male,67
10,Female,23
17,Female,85
20,Male,27
21,Female,48
15,Female,49
18,Female,57
3,Male,30
18,Male,71
12,Male,57
23,Female,65
23,Male,68
21,Female,32
19,Female,90
20,Male,71
6,Male,44
23,Male,70
20,Female,71
17,Male,54
5,Male,59
6,Male,44
21,Male,63
22,Male,28
15,Male,38
14,Female,73
22,Male,33
20,Male,54
3,Male,41
20,Male,53
18,Female,45
22,Male,89
20,Male,66
18,Male,46
21,Male,67
21,Female,40
20,Male,49
6,Male,35
18,Female,56
6,Male,12
0,Male,50
6,Female,19
22,Male,74
21,Female,47
20,Female,43
1,Male,43
21,Male,17
4,Male,22
21,Male,42
18,Female,28
23,Male,42
23,Male,43
9,Male,24
19,Male,8
4,Male,45
16,Male,25
19,Male,23
21,Male,51
14,Female,65
5,Male,31
23,Male,27
23,Male,45
14,Male,80
1,Male,40
6,Male,51
17,Male,85
18,Female,50
18,Male,3
8,Male,65
6,Male,97
20,Male,71
19,Female,43
4,Male,19
18,Male,72
22,Female,42
20,Male,28
23,Male,30
16,Male,12
7,Male,56
3,Male,28
17,Female,50
20,Male,84
5,Male,49
18,Male,52
20,Male,52
6,Female,46
20,Female,52
18,Male,1
5,Male,84
18,Male,70
6,Male,18
22,Male,68
15,Male,17
6,Male,54
17,Male,58
19,Male,18
10,Male,47
23,Male,25
4,Male,26
23,Male,22
19,Male,40
13,Female,27
7,Male,21
20,Male,81
18,Male,33
23,Male,69
1,Male,19
12,Male,90
1,Male,27
6,Male,81
21,Male,55
6,Male,29
2,Male,24
19,Male,33
18,Male,24
17,Female,29
6,Male,999
12,Male,49
7,Male,62
21,Male,54
23,Male,43
22,Female,57
18,Male,70
20,Male,22
15,Male,62
3,Male,33
4,Female,23
22,Male,73
6,Male,33
4,Male,39
20,Female,52
3,Female,17
19,Male,63
9,Male,90
11,Female,43
20,Male,59
5,Male,22
19,Male,38
19,Female,47
7,Male,29
0,Male,47
9,Male,47
22,Male,60
22,Male,50
22,Male,17
18,Male,31
8,Male,6
15,Female,8
20,Male,48
21,Male,86
10,Female,79
18,Male,64
19,Female,23
0,Male,26
20,Male,65
0,Male,46
18,Female,45
17,Female,67
21,Female,39
1,Male,39
20,Female,13
14,Male,69
23,Male,27
16,Male,75
18,Male,53
5,Male,61
17,Female,60
14,Male,13
21,Male,36
23,Male,34
13,Male,37
21,Male,38
19,Male,71
23,Male,20
19,Male,56
0,Female,44
22,Male,69
18,Female,69
8,Male,44
22,Male,36
7,Male,58
7,Male,83
23,Male,23
18,Female,56
0,Male,49
8,Female,81
7,Female,27
22,Male,52
12,Male,18
17,Male,75
22,Female,61
22,Male,61
19,Male,56
6,Male,51
19,Male,37
23,Male,28
6,Male,18
18,Male,46
19,Male,64
20,Male,24
4,Female,36
22,Male,47
17,Female,76
21,Female,37
12,Male,47
19,Female,69
15,Male,1
19,Male,72
9,Male,92
21,Male,87
19,Male,998
21,Male,73
11,Male,23
5,Female,28
13,Male,71
22,Male,45
14,Male,65
14,Male,64
21,Female,62
20,Female,51
22,Male,32
18,Female,59
18,Male,56
0,Male,39
17,Male,61
18,Male,65
20,Male,25
6,Female,45
5,Male,32
4,Male,73
20,Male,41
7,Female,12
10,Male,43
20,Female,0
20,Female,15
18,Male,52
20,Male,70
18,Male,64
16,Male,48
6,Male,16
0,Female,49
6,Male,30
18,Male,5
7,Female,80
1,Male,32
23,Male,76
18,Female,61
1,Male,31
6,Female,64
6,Female,13
16,Female,32
21,Male,60
15,Male,91
21,Female,21
9,Female,5
22,Male,38
18,Male,62
0,Male,33
22,Male,46
0,Male,77
19,Male,66
22,Male,62
20,Male,35
19,Male,60
19,Female,59
20,Female,45
6,Male,31
13,Male,20
22,Male,57
0,Male,59
12,Male,65
23,Male,57
3,Male,36
16,Female,56
18,Male,65
16,Male,62
20,Female,59
20,Female,43
22,Male,23
19,Male,81
22,Male,37
22,Male,48
2,Female,23
22,Male,46
21,Male,26
18,Female,25
7,Male,27
15,Female,61
19,Male,53
19,Female,6
1,Female,32
18,Female,56
21,Male,998
18,Female,49
19,Male,42
18,Male,76
21,Male,28
17,Male,42
12,Female,43
21,Male,51
2,Male,29
23,Male,26
8,Male,66
19,Female,55
21,Male,34
22,Male,48
20,Male,58
3,Female,25
3,Male,39
19,Male,31
2,Female,24
5,Female,22
20,Male,67
2,Male,56
14,Male,999
19,Male,45
6,Female,34
6,Male,32
7,Female,56
19,Female,44
16,Male,56
1,Male,28
15,Male,6
9,Male,35
21,Female,58
19,Male,78
2,Male,46
3,Male,25
0,Male,34
16,Male,55
6,Male,63
22,Male,22
11,Female,50
15,Female,70
23,Male,998
17,Male,65
17,Male,11
20,Male,56
21,Male,31
6,Male,11
2,Female,37
14,Male,68
23,Male,57
12,Male,96
17,Male,42
18,Male,54
11,Male,90
10,Female,84
22,Male,56
21,Male,58
22,Female,34
21,Male,33
5,Male,72
19,Male,54
18,Female,59
18,Female,73
21,Male,29
21,Male,13
23,Male,52
19,Male,50
21,Male,72
0,Male,35
0,Female,22
21,Male,80
19,Male,43
5,Male,42
17,Female,74
23,Male,48
17,Male,14
15,Male,76
13,Male,82
20,Male,39
20,Male,25
12,Male,75
20,Female,40
15,Female,33
20,Male,49
6,Male,15
20,Female,0
2,Male,54
23,Male,21
6,Male,70
19,Male,54
14,Male,24
19,Male,36
21,Male,43
8,Male,77
20,Male,64
10,Female,17
15,Male,67
17,Female,77
3,Male,37
2,Male,25
21,Male,32
8,Male,57
10,Male,84
23,Male,38
19,Male,78
20,Male,47
15,Male,66
2,Male,26
19,Female,18
10,Male,59
23,Male,48
21,Male,20
22,Female,30
0,Male,40
23,Female,31
21,Female,74
22,Female,7
22,Male,62
1,Female,32
6,Male,83
16,Female,94
5,Male,20
0,Male,69
23,Male,47
7,Female,62
22,Male,42
17,Male,32
19,Female,77
7,Male,50
19,Female,57
13,Female,77
20,Male,39
11,Female,70
9,Male,69
0,Female,30
5,Male,17
8,Male,76
21,Female,32
20,Female,37
8,Female,47
22,Male,44
20,Male,55
5,Female,75
6,Male,55
21,Male,59
5,Female,998
5,Male,21
1,Male,68
20,Male,34
11,Male,56
15,Male,6
17,Male,34
23,Male,29
19,Female,54
13,Female,8
2,Male,27
20,Male,47
17,Male,51
12,Male,25
3,Female,31
99,Male,43
9,Male,38
20,Female,43
22,Male,42
4,Male,24
21,Female,68
6,Female,77
22,Male,31
0,Male,57
20,Male,68
13,Male,59
13,Male,50
5,Female,52
13,Male,28
3,Male,23
5,Male,34
11,Male,72
19,Male,43
22,Male,37
23,Male,39
20,Male,34
22,Male,39
19,Male,59
1,Male,998
7,Female,72
99,Male,73
7,Female,15
5,Male,44
21,Female,41
18,Male,55
23,Female,84
22,Male,36
3,Male,23
19,Female,30
21,Female,60
20,Male,74
2,Male,35
11,Female,62
4,Female,64
15,Female,83
19,Male,35
20,Female,33
4,Male,38
11,Female,94
23,Male,25
20,Male,55
18,Male,66
17,Female,71
19,Female,54
4,Male,30
18,Female,50
15,Female,18
0,Male,51
20,Male,63
22,Female,43
18,Male,61
17,Male,17
16,Male,52
22,Male,29
13,Male,32
23,Male,45
20,Male,43
19,Male,60
0,Male,40
19,Male,56
18,Female,61
23,Female,28
4,Male,51
19,Male,58
23,Male,52
9,Female,35
22,Male,22
1,Male,60
23,Male,20
21,Male,44
5,Male,50
6,Male,59
9,Female,28
18,Male,54
20,Male,64
19,Female,60
17,Male,17
12,Male,17
14,Female,49
8,Male,43
1,Female,32
2,Male,26
18,Male,28
4,Female,71
23,Male,26
13,Female,56
13,Male,58
5,Male,30
0,Female,61
3,Female,24
21,Female,65
16,Male,67
0,Male,18
22,Male,59
3,Male,46
6,Female,92
19,Male,37
18,Male,13
14,Male,82
18,Male,59
17,Female,68
18,Male,31
21,Male,62
18,Male,76
16,Female,63
6,Male,47
9,Male,61
5,Female,64
6,Male,34
12,Male,79
17,Male,45
22,Male,68
7,Male,68
7,Male,6
16,Male,55
16,Female,36
18,Male,53
15,Male,47
10,Male,66
1,Male,42
19,Male,8
7,Female,62
17,Male,52
19,Female,65
22,Male,21
3,Male,54
5,Male,37
20,Male,59
10,Female,2
0,Female,53
7,Male,61
5,Male,29
22,Female,25
23,Female,27
15,Male,33
6,Male,79
20,Female,40
18,Male,58
13,Male,21
20,Male,21
17,Female,35
14,Male,68
23,Female,29
10,Male,66
21,Male,21
19,Male,42
1,Male,65
0,Male,20
17,Female,54
21,Female,21
5,Female,75
16,Female,59
13,Male,41
99,Female,78
2,Female,26
2,Male,31
21,Male,64
6,Female,32
21,Female,54
19,Male,91
18,Female,5
0,Male,20
12,Female,79
17,Male,66
20,Male,81
19,Male,28
18,Female,6
18,Female,7
13,Male,81
16,Female,55
0,Male,51
0,Male,24
23,Female,50
17,Female,81
23,Male,52
13,Male,72
18,Male,30
0,Male,28
21,Female,45
20,Male,84
19,Male,49
20,Male,74
5,Male,42
19,Male,56
17,Male,53
18,Male,61
20,Male,55
11,Male,34
8,Male,80
0,Male,42
17,Male,45
14,Male,79
20,Female,26
21,Male,64
6,Male,47
19,Male,81
21,Male,59
6,Female,36
4,Male,28
20,Male,60
6,Male,58
5,Male,34
14,Female,79
9,Male,29
22,Male,53
21,Female,25
15,Male,52
22,Female,49
18,Male,75
8,Female,77
8,Male,59
0,Female,53
14,Female,9
17,Female,38
0,Male,20
11,Male,60
0,Male,39
16,Female,43
20,Male,14
21,Female,62
16,Male,50
11,Male,14
4,Male,53
16,Female,78
9,Female,73
9,Male,65
6,Male,56
5,Male,71
6,Female,59
23,Male,68
11,Male,68
6,Male,43
3,Male,51
20,Female,21
23,Male,51
5,Male,47
0,Male,52
20,Male,23
9,Male,21
20,Male,34
20,Male,37
21,Male,61
22,Male,64
20,Male,41
6,Female,64
17,Male,30
22,Female,29
9,Male,65
3,Male,15
1,Male,69
18,Female,38
5,Male,44
12,Female,93
21,Male,30
16,Male,48
3,Female,21
1,Male,18
18,Male,55
18,Male,56
20,Female,50
20,Male,71
1,Male,60
21,Male,60
7,Male,42
20,Male,58
16,Female,45
9,Male,18
18,Female,35
1,Male,55
23,Female,37
20,Male,18
17,Female,90
6,Male,61
12,Male,95
19,Male,54
13,Male,58
18,Male,7
99,Male,59
22,Female,29
18,Male,83
23,Male,30
19,Male,31
20,Male,17
13,Male,88
8,Male,27
5,Male,19
20,Male,10
2,Male,64
6,Male,22
7,Male,55
4,Male,35
6,Male,51
18,Male,45
6,Male,40
5,Male,61
3,Male,23
22,Female,14
19,Female,34
0,Male,61
22,Male,42
20,Male,53
6,Male,81
21,Male,63
5,Male,76
19,Female,49
23,Male,42
5,Male,54
22,Male,34
20,Male,82
17,Female,52
13,Male,15
12,Male,8
21,Male,24
1,Male,39
21,Female,77
2,Male,30
2,Male,68
17,Male,36
16,Male,54
19,Male,56
20,Male,47
17,Female,67
13,Female,61
21,Female,20
15,Female,34
20,Female,76
14,Male,6
11,Female,83
22,Male,70
6,Female,26
20,Male,84
18,Male,71
1,Male,36
6,Male,46
19,Male,49
2,Male,36
6,Male,65
4,Male,19
6,Male,51
6,Male,45
21,Male,47
7,Male,59
6,Female,52
17,Female,62
8,Male,58
20,Male,53
14,Male,29
18,Male,74
6,Male,58
20,Female,39
17,Male,49
21,Female,57
20,Male,72
18,Male,77
19,Male,64
99,Female,53
3,Female,36
9,Female,67
4,Male,44
17,Male,60
17,Male,15
19,Male,46
20,Female,61
23,Male,35
16,Male,53
22,Male,41
2,Female,36
20,Male,21
18,Female,27
0,Male,30
21,Male,73
23,Female,27
22,Male,30
21,Male,73
20,Female,49
18,Male,11
19,Female,78
6,Male,40
10,Male,41
21,Male,52
4,Male,33
21,Male,35
7,Male,50
9,Male,74
18,Female,24
5,Female,33
13,Female,85
20,Male,31
20,Male,26
8,Female,30
23,Male,53
21,Male,24
22,Male,46
6,Male,70
16,Male,2
16,Female,36
22,Male,19
1,Male,23
22,Male,54
23,Male,65
17,Female,74
22,Male,40
12,Male,36
21,Male,34
10,Male,44
19,Female,56
19,Female,20
20,Female,53
1,Female,51
21,Female,55
4,Male,44
5,Male,48
5,Female,27
17,Female,10
5,Male,33
22,Male,65
19,Female,46
6,Male,54
9,Female,998
12,Female,13
0,Female,46
14,Female,53
21,Male,54
2,Male,26
2,Female,24
18,Female,22
20,Male,47
12,Male,68
20,Male,22
22,Male,79
15,Female,3
14,Male,47
0,Male,73
20,Female,40
20,Female,35
12,Male,22
1,Male,22
19,Male,81
18,Male,50
18,Male,14
10,Male,84
23,Female,54
17,Male,58
15,Female,77
0,Male,41
19,Female,47
6,Male,17
22,Male,998
18,Female,76
16,Female,20
18,Male,46
23,Female,54
1,Male,24
14,Female,82
23,Male,24
17,Male,14
12,Female,999
8,Male,68
23,Male,26
3,Male,27
18,Female,47
19,Male,57
21,Female,68
23,Male,71
7,Female,68
14,Male,8
20,Male,44
21,Male,28
20,Male,18
22,Male,44
6,Male,45
18,Male,58
21,Male,58
15,Male,47
2,Male,55
22,Male,49
15,Male,59
21,Male,43
13,Male,73
6,Male,51
13,Female,2
1,Male,56
21,Male,34
19,Male,65
19,Female,61
7,Male,12
9,Male,42
18,Male,47
21,Male,65
22,Female,28
12,Male,76
20,Male,49
17,Male,40
17,Male,65
23,Male,29
3,Female,21
23,Male,15
20,Female,30
5,Female,42
15,Male,70
2,Male,43
14,Male,75
15,Female,51
22,Male,44
11,Female,56
14,Male,45
21,Male,51
7,Male,58
21,Male,17
18,Female,52
0,Female,40
6,Male,74
1,Male,999
21,Male,59
4,Male,49
19,Male,58
20,Male,58
5,Male,25
13,Male,45
21,Male,22
21,Male,60
23,Male,33
21,Male,58
18,Male,26
23,Male,28
19,Female,86
5,Female,40
21,Male,65
1,Male,30
21,Female,31
8,Female,3
7,Female,88
99,Male,66
21,Male,28
3,Male,20
2,Male,22
19,Male,75
21,Female,64
7,Male,70
18,Male,60
20,Male,23
19,Male,69
22,Female,56
18,Male,13
6,Female,26
23,Male,59
19,Male,34
23,Male,18
20,Male,64
0,Male,39
21,Male,62
23,Male,17
11,Female,80
7,Female,14
9,Female,62
18,Female,52
20,Male,64
22,Male,46
5,Male,71
23,Female,999
2,Female,30
17,Male,59
5,Male,37
1,Male,27
2,Male,25
0,Female,37
22,Male,78
5,Male,20
22,Male,30
0,Male,30
18,Male,68
17,Male,63
18,Not Reported,998
17,Male,76
21,Male,36
18,Male,63
16,Male,53
17,Male,81
2,Male,36
2,Male,24
6,Male,43
5,Male,56
99,Male,45
14,Female,28
5,Female,23
20,Female,58
16,Male,46
17,Male,75
21,Female,49
20,Male,86
18,Male,40
18,Male,53
10,Male,30
20,Male,55
19,Male,65
20,Male,65
18,Male,81
5,Male,72
21,Male,51
20,Male,30
21,Female,43
6,Male,17
14,Female,3
21,Male,40
21,Female,60
19,Female,23
3,Male,21
21,Male,17
17,Male,80
20,Male,42
3,Male,24
19,Female,7
1,Male,42
20,Male,25
20,Male,56
0,Male,35
7,Male,53
21,Male,67
21,Male,67
3,Male,55
13,Female,42
11,Male,49
15,Male,89
13,Male,81
23,Male,54
22,Female,47
2,Male,47
18,Male,53
21,Female,23
1,Male,21
10,Female,48
23,Male,66
16,Female,23
16,Male,18
23,Male,50
5,Female,23
12,Male,53
2,Male,34
19,Male,50
20,Male,35
6,Male,19
4,Male,32
13,Male,51
21,Male,16
5,Male,80
18,Female,41
14,Female,61
20,Male,10
10,Female,21
12,Female,51
5,Female,64
0,Male,59
18,Male,36
19,Male,60
2,Male,65
18,Male,54
21,Male,66
17,Male,45
8,Male,58
5,Male,31
8,Female,87
10,Female,86
20,Male,61
19,Male,53
1,Male,53
6,Male,77
15,Male,62
22,Female,44
20,Male,81
18,Male,5
6,Male,44
23,Male,32
18,Male,69
4,Male,23
6,Male,56
18,Male,31
5,Female,18
17,Female,53
0,Male,61
4,Male,42
0,Male,20
8,Male,56
21,Female,33
18,Female,61
20,Female,63
10,Female,67
12,Female,34
3,Male,59
23,Male,39
22,Female,55
8,Male,11
19,Male,76
2,Male,29
20,Male,62
5,Female,28
6,Female,21
7,Male,70
6,Male,40
17,Female,34
21,Male,55
18,Male,60
20,Male,46
4,Female,45
10,Female,88
18,Male,35
22,Male,77
19,Male,65
19,Male,30
4,Male,49
6,Male,60
