zipcode,population
51010,456
30137,1650
45164,271
55127,16782
98840,4851
85323,39507
02421,17342
13684,1131
27840,514
57474,197
78828,258
78352,179
67673,108
62888,2135
78227,46077
23043,1692
83316,9626
96727,4878
41527,675
68813,534
34142,27304
43204,42104
48093,23037
30346,4696
57424,291
17518,1355
98589,7320
11743,42230
89508,11662
28785,7338
04669,204
59410,666
41121,1852
00745,55062
24521,10576
02903,10780
23898,2223
10987,3395
54829,5236
52726,4468
95116,51496
56479,5384
90019,64458
73852,2051
77515,30309
28209,20317
71016,2070
99763,668
50567,226
47353,5879
74878,1565
44514,22472
41723,1537
62846,2631
63047,31
93103,20249
94566,40884
13319,1079
35674,18475
15205,21865
25921,2157
99144,43
80024,228
84764,331
61334,741
15647,314
12411,497
74459,86
45318,5365
60544,25959
13659,593
77058,16406
13488,98
46528,26104
75035,47553
29934,1172
76539,7841
48703,3238
81416,13874
45836,1479
27865,1927
56368,4239
47879,3302
76577,3046
46506,10070
54983,4642
98155,32778
53599,69
11233,67053
24319,6979
76598,523
21679,483
91915,24659
57436,384
41064,2073
28043,21055
89406,24772
25161,369
13068,5368
93240,6056
13743,3806
06110,12650
38920,804
27325,6704
85342,1578
86443,76
21082,654
44445,3449
90061,26872
35055,19427
47575,976
47527,1897
08033,16261
95714,382
12202,9628
49913,7248
71425,214
05657,56
56550,414
61272,1504
62361,539
77531,15639
71047,12203
60527,27486
95966,30643
26031,1755
72640,385
12964,161
03755,10538
41735,295
55943,3059
65332,1652
25526,21902
72833,4384
28432,1968
36064,6753
39886,1616
25559,2152
12822,6200
18913,185
12967,1223
43013,1201
95053,2206
35966,3914
43332,2323
28512,2896
29681,46979
13602,3881
85938,2366
05036,1037
62002,32704
23847,16962
58212,474
27544,4449
23075,9819
69036,126
71660,963
35064,11458
78163,9838
88025,256
70377,4403
04257,2681
17402,36360
59520,1030
28544,5368
60146,2713
81045,88
16563,1621
25984,1886
22469,1921
54832,412
07311,522
35901,20045
38821,12528
75845,3259
71640,3227
25514,4024
00715,3656
02114,11999
85301,60161
15534,932
87038,616
62460,1231
37724,2874
45321,931
20012,13414
16724,143
38230,3736
33870,20601
41256,2433
14469,6220
57028,3448
78575,8056
35406,13864
14411,14491
36031,156
74445,3226
12817,2274
45144,4272
66079,781
38614,20418
03470,5033
59344,300
94105,5846
90232,15149
92284,25095
83804,1254
59256,59
28590,23407
22551,19242
27326,4008
02151,51808
44055,19846
10154,0
65274,1710
10174,0
19104,51808
33624,37457
22134,6862
93555,32560
68785,274
49032,3105
03903,6211
59547,38
80480,1300
19503,1142
15338,1606
28080,7299
55381,2063
02894,722
70163,0
68424,730
20158,4288
98570,3889
54024,4811
29038,2445
55783,2437
52046,2127
81040,536
24931,1544
97033,60
96104,748
67863,305
55441,17848
74842,135
63663,723
15936,1620
94939,6859
11791,25076
42367,667
72824,1876
87556,2417
62024,9775
61256,1822
86034,2271
86016,62
30807,92
44003,4676
13321,1049
43773,3248
40701,29497
24053,2715
40962,19143
75149,56065
40858,397
75254,23253
07095,19844
50164,652
61025,4867
44512,34424
29353,4174
19562,2622
67213,21368
78748,40651
61953,6216
58621,1231
55052,2090
06484,39559
48801,12923
60482,11063
26133,1415
40419,4621
44667,13481
40071,14292
97125,157
56548,771
93624,1134
15827,231
84542,1806
84529,180
86025,5676
54766,1707
61433,74
52254,895
50565,468
50433,256
27011,5497
43811,829
35805,22498
14618,22920
47140,2669
39119,5506
94553,47065
31207,974
76559,5051
82442,732
07601,43010
69140,1775
28310,3459
04401,44899
35980,5161
17355,261
86326,23344
50460,364
98177,19030
95019,7727
10035,33969
60010,44095
49104,868
44126,16771
76848,78
15620,911
11367,41047
26293,600
06878,8043
32442,3699
97635,289
31557,3043
17925,376
04228,6
89441,11542
44270,8890
38601,2371
95464,2673
70058,39887
26421,262
67859,735
49315,19915
44680,4138
54838,1103
42440,748
49088,3648
85035,47486
44809,293
95444,748
89420,48
61841,1386
28697,12930
81154,1148
37912,20673
78617,22210
79748,173
97217,31438
98201,29582
56156,6066
43735,499
08322,10524
12076,1500
63764,5984
83702,22293
28546,42696
04063,412
85927,176
43437,427
50011,1390
47987,4049
22043,24302
10933,473
40008,3476
97841,476
32333,11330
46403,12601
76531,4978
45361,288
80231,32127
05340,763
53108,3329
28751,2916
02050,25429
48215,13565
79364,8172
59003,1160
19056,15486
07305,60104
85143,35015
71483,11294
75571,2846
59315,150
98625,6133
98323,702
03765,503
02062,28602
99625,72
03873,5711
41006,4434
39330,2746
13494,314
98050,322
12987,201
43147,38440
82923,558
41566,714
25502,1034
18846,847
68755,259
46176,27816
21607,583
14750,4426
47018,4275
10580,17208
02909,43540
10962,5950
71049,3460
97111,3156
43135,4445
23025,233
61236,193
99022,8820
79503,175
93635,38776
95405,21399
53566,15217
56110,1843
91016,40598
59054,315
79785,91
97412,521
33613,31990
92823,3613
41567,369
85750,24161
33417,29156
19025,5395
98628,385
28513,10346
56072,2389
56728,1364
46181,4832
08045,2909
28174,8608
74936,1153
85619,50
71220,23266
57730,5315
96068,183
99745,78
54560,589
41257,390
03846,799
49234,2579
23072,11541
66611,9832
91776,38475
59758,1769
45051,177
42776,2736
37829,1804
58645,238
31021,28549
74071,180
04083,4525
02865,16951
60302,32108
61420,1067
96150,29792
57720,651
06804,16466
64458,145
29605,34414
14753,1166
72175,354
07820,39
68870,439
30669,3313
74026,896
01749,19063
74354,18126
24826,150
75605,27823
44503,1021
60187,29016
12494,764
48865,1903
75042,37881
70463,126
51357,728
62338,1473
88116,455
14420,20467
49779,4639
48463,4627
33542,20824
50673,219
70113,7025
44022,16516
55009,8030
18657,11985
18220,344
31714,6474
73547,2319
98595,2917
83836,1033
39078,755
35063,3866
76549,44490
04276,5841
71854,36438
48637,3359
38680,6194
50162,1233
08043,29131
03256,2169
64843,3259
83465,109
98557,3225
76001,30460
63040,8512
36451,4977
67003,2626
66025,7704
84638,294
32548,19343
53220,26303
69120,931
94950,89
74528,174
69144,202
54927,538
85654,97
07644,24136
14506,1325
59856,347
76853,1622
32043,24632
13324,2149
31007,1117
51640,1748
93623,69
21030,24355
14754,667
24733,853
06118,26956
54923,8733
39456,1292
02170,19505
48127,36501
73639,602
68818,5475
13438,3789
30309,21845
99824,2111
16872,1551
66548,961
37847,2714
88001,37484
56283,6636
23091,309
39560,16844
34479,13032
20815,29082
66203,19156
90033,48852
79322,2049
45311,6367
12810,627
82720,955
48133,5753
08620,14693
06277,4140
54520,4141
50039,329
45209,9605
35962,8300
58381,317
15532,142
27209,3933
30445,3285
77550,23043
92352,8004
29403,20818
58545,3461
93614,11661
20143,1216
49633,3703
79003,162
29840,251
43464,1460
05440,1998
17233,5047
00610,29016
60087,26978
15611,543
12416,277
61882,713
72390,9107
90503,44383
79927,39016
95065,8113
52353,9173
63144,8825
25671,1286
80601,33833
04096,8349
97820,1095
77477,35897
16671,505
62050,473
48041,4561
99141,5240
13155,663
51647,141
36475,2208
54864,1322
79770,33
14226,29267
15203,9949
56714,1157
04430,1728
56221,773
05673,2574
41094,13631
14571,1176
16851,866
58027,1391
11931,151
01730,13221
22747,1132
21826,4837
49753,2057
07869,25291
49287,2099
98592,1764
60540,42910
99349,8483
53578,5924
21523,286
59240,21
26585,479
17252,3608
70519,222
54650,23377
65461,105
88230,5179
42518,2914
98943,660
33609,15999
56466,3116
65555,1087
72732,4716
39337,1808
55952,2529
78072,505
46124,8127
64646,297
15325,439
50671,269
11218,75220
86323,15822
71362,2169
95062,36079
20742,7808
73507,22847
07605,8950
47990,1627
83501,34230
41004,4122
37851,36
15358,923
43571,6783
90305,14853
88349,70
21921,44471
50268,993
76264,1412
23015,4249
79367,645
30082,25905
79326,40
60175,25564
21874,2210
29926,23742
80545,851
19023,22164
56031,12401
63738,76
55051,9719
76679,1432
41572,3754
29615,35151
52655,4219
67022,1461
65322,587
27924,3140
73030,4464
43206,21864
02122,23479
40057,3354
92280,14
18704,31206
84128,27983
37615,19560
58257,2239
41097,7349
35576,3217
07094,16264
87825,2999
16625,3868
61616,6116
57279,1058
36758,1412
72181,62
21215,60161
83539,2001
76852,212
87569,442
38928,497
61020,3108
95360,11712
77447,11872
40995,121
23117,9141
44624,5397
43117,73
80465,15147
63452,1167
43611,19207
70656,4023
48315,26563
67134,420
43468,451
44050,6118
15675,1003
94933,865
33150,27811
63820,226
62220,20504
51025,1989
87549,1118
53098,11965
20896,906
29631,13318
16928,1387
28636,5522
41008,7457
26823,198
64476,379
95630,72180
97016,6083
43336,39
78385,277
56425,7655
71260,3177
73931,510
68846,296
17270,115
35603,30545
46381,235
45885,12661
33570,20758
34223,16875
17823,1273
29466,28725
26581,1104
93434,7110
29201,20594
39654,5635
60002,24299
07836,12568
75146,17993
29601,10550
03285,2479
21665,287
46809,8947
34219,17135
61528,2668
54655,1778
43910,3631
45384,2001
48118,12552
70607,25560
46356,17524
52586,521
93606,1217
72135,2623
49718,701
46537,433
33755,26146
06787,7975
24326,1058
05350,763
81253,410
95050,35923
28645,47703
98328,10433
69365,44
83444,1381
58650,393
46365,1068
50558,618
48816,121
54559,795
95627,3513
59052,139
14057,8116
36571,14423
04417,370
30143,21145
98816,6394
72569,468
12811,127
66414,2914
11715,4752
62842,835
16859,542
83525,376
80813,2055
39633,1094
05355,813
84078,25851
65784,34
85015,37644
75803,22397
13834,118
36321,1632
63103,6900
38962,149
90814,19131
25003,2782
43843,1123
85250,15906
99658,616
20052,470
58718,1040
56528,1673
65737,8413
71861,2258
12033,7851
80228,30138
37135,9681
65534,1029
98648,3100
47120,938
01605,26221
29406,29314
28625,36189
41017,38940
75052,88996
01529,3190
33319,44420
61324,109
36754,344
26060,1881
30820,1205
01262,1238
52554,1373
07821,9193
95237,3167
15104,9038
08742,24405
11738,17638
38127,45248
34240,11501
71602,17982
03581,3230
32577,4625
78521,93818
44905,14513
60546,15668
73560,829
54153,7252
04768,400
70542,3435
72341,222
08518,4986
49947,1818
13145,1926
99788,69
24540,32170
85284,16479
24330,3401
31023,15383
07716,8574
96704,6505
06762,7561
99578,296
65286,129
31075,2496
78379,1585
86338,743
32667,3794
50576,423
30326,4802
54001,8155
20171,45887
28367,87
75662,24536
11973,9
98439,4839
28478,4588
33803,27094
95323,1260
01108,26688
57108,17267
85940,1443
39201,536
06042,22942
14817,2380
79346,2427
62567,1154
80123,44795
49452,1952
06053,34863
58620,132
42462,1319
57361,198
58483,340
30288,8929
18602,257
72840,2149
96746,18319
01349,1091
79088,5945
25033,2234
95625,155
60118,15851
19510,7639
55104,43248
92101,37095
79410,9429
62992,1032
04487,964
50160,465
91006,31715
99613,434
98237,4025
12512,127
60459,28929
86043,1798
55403,14985
39629,6519
41129,9922
55941,969
15090,21202
93445,7173
90621,35153
04449,1489
08034,18151
32079,433
23032,283
75790,4203
89121,64096
82945,351
13860,94
65740,3405
61844,970
06260,9510
28438,1845
63050,15716
81006,11513
12884,486
17901,23990
97346,883
16915,5929
20852,40365
67039,3395
45041,199
33565,17975
59715,31567
64471,483
94535,3793
29941,497
45003,697
59748,254
44822,3240
11109,3523
53125,1895
50595,9165
67470,456
22952,2029
70756,393
33809,28929
22922,1993
66407,479
94509,62439
36576,4143
07662,5530
98675,6713
45240,27286
10009,61347
08093,9741
97537,6918
54103,418
16720,1392
41074,5338
12175,797
84102,17421
91304,50231
95632,29269
59645,1635
01347,166
85925,4893
64428,898
54538,3137
13024,1733
26241,14591
96116,233
43713,7487
15411,661
82335,21
77434,4816
53016,384
12941,1428
41826,978
20109,37265
20902,48841
13417,3305
47143,3015
80862,31
16546,1154
05034,310
20667,494
41762,107
61108,28550
34668,42619
85357,761
99751,151
47462,4871
21626,120
99657,329
57259,505
66710,746
94523,33569
99335,340
79247,64
28208,34167
13778,5948
70343,5504
37729,1456
03771,754
78160,4273
72543,12535
94705,12762
16655,1601
96016,366
80807,5304
02143,24514
21208,33917
47367,191
19018,23360
43023,13231
62376,1198
34972,20180
78371,404
12480,634
83327,970
38665,2683
47541,1224
36610,13209
45239,28315
48554,0
02747,22927
78563,376
61201,39116
57110,12309
98223,40815
67017,2294
15290,0
29510,11060
14819,733
48228,52130
17301,4053
54154,5548
67952,710
61102,20538
56274,177
75209,13653
37140,1365
25109,661
78244,30757
15665,1472
76579,4258
21755,5591
32744,3588
79934,19174
99507,37850
88044,3896
94804,38559
41745,200
11548,2780
95616,47032
80549,8642
26202,641
05874,505
88252,2160
33463,53766
67653,298
27938,1505
26412,546
66839,4007
78558,882
75855,2369
27207,3795
32579,9997
46224,35094
67567,526
63848,1592
70355,1041
47438,4798
70652,2203
98584,36630
67647,256
28277,59664
13452,4629
17057,21329
31606,3861
41003,2786
83540,2190
31907,55332
54498,2421
20626,373
24823,383
24292,535
56177,45
80503,31064
41555,915
85643,9810
37166,13446
72396,13734
03830,1610
59639,1286
62279,69
08835,10344
23354,207
39824,544
68037,2286
74001,367
47916,64
85309,1485
23607,24519
48390,22898
06280,3162
35581,5778
33603,19100
56447,1150
18619,273
31308,7305
06477,13956
58622,1489
07931,3296
65479,441
68843,806
05032,2664
89704,4290
13643,19
29126,2267
64505,13161
57532,2835
58001,55
56009,1613
40921,295
22152,28550
91744,85040
31632,10295
01222,829
13342,165
48831,3512
00765,9098
54557,925
15476,157
21716,4885
33974,11982
57652,402
38852,9449
63556,3779
02717,4745
85609,392
26845,898
81055,1339
66532,668
30548,15870
98028,20419
68466,1861
81648,2808
50517,1051
97045,51359
31779,9927
41043,1745
36477,4946
19141,31376
54514,1717
04551,806
06105,19392
29626,12364
43926,285
21048,10650
04944,42
29046,237
15764,163
48469,1245
11419,47211
95441,2014
96752,3680
97391,5344
49014,22127
02713,52
76043,7071
32829,17822
56276,298
46347,4760
80751,18857
29129,3164
98052,58442
93721,6959
46922,61
28658,27022
53969,419
00617,24597
76657,9307
58235,418
17946,263
46738,7918
50626,1804
61701,36105
68981,314
34266,31055
60973,385
39204,19468
04613,183
37846,5030
40272,37394
60469,5930
47713,11032
32460,5856
10588,2282
64493,460
36613,12749
28771,8558
85920,464
82933,759
93505,14038
47449,413
02857,8412
29654,9937
49128,3715
17865,92
27939,2361
37322,8239
89010,415
46390,2796
59936,367
03781,1840
54619,3923
23523,7793
59312,31
82710,243
36112,553
98602,200
50457,441
04057,56
30291,21010
38478,17733
23837,4298
85209,37377
32351,17486
28543,4699
45685,1251
31711,867
49246,3255
72616,10441
68660,1137
44281,29954
45682,2420
15482,604
45342,36784
54411,5406
23011,1429
90623,15554
69032,498
02126,25562
94027,7089
39771,127
54840,4643
59066,701
02557,4491
02476,16532
54174,3013
64192,15
94124,33996
21619,5848
18210,8258
18947,6172
98537,2129
36280,3932
16442,2958
12438,59
81023,1236
46391,9726
93010,42901
38859,749
23103,4634
22433,232
16678,2689
30139,3845
16236,262
38342,1438
80904,19867
15464,1536
45236,24552
07470,54717
24954,3514
16403,7029
44842,5436
75453,3255
29058,4746
34951,14115
97756,33554
83244,358
92536,3810
82201,6467
79942,2
01453,40883
53818,15091
99671,556
04427,2858
27358,14075
45107,9236
08201,10007
69045,975
64491,1875
10307,14096
31094,1114
60553,782
36269,1395
18347,3364
07924,7534
67026,4845
49837,9795
32831,2542
39336,1235
97848,195
37416,14486
49237,2980
29054,9612
36311,2770
18086,398
12184,7148
08323,804
11556,17
79821,7142
42140,1264
02189,14559
77338,33971
52738,3567
06160,0
63537,1916
31519,3569
35960,10087
20307,353
83857,691
56260,929
43068,51836
80828,3341
28325,508
33161,53710
85533,2943
81640,249
30429,205
43940,377
03818,3807
96002,33298
66526,801
98036,36000
04961,972
14822,1169
20130,281
99119,1204
16832,510
62215,1872
13646,2211
39531,17736
17855,992
31811,5103
83344,1128
48229,9556
99040,734
37821,22608
20010,30138
45767,2800
23002,10439
08821,354
58702,0
57473,161
55338,1123
36785,1165
99565,78
32603,6741
74939,1455
42701,48194
33067,26458
71631,673
47648,4373
52807,13470
69122,619
31601,32730
57544,419
70769,36084
13617,11299
58203,18229
96135,128
11545,12065
14783,320
77451,77
67105,190
60610,37726
24747,3006
70339,6033
63937,2922
72141,625
56119,1017
51637,214
75226,3506
89310,550
14070,6732
72330,756
63119,33969
07030,50005
32217,18817
38753,1456
33971,19730
38560,1425
65456,518
76453,1125
72416,5783
70040,1604
59401,13774
29505,24279
55437,17484
34420,16287
23071,1563
79078,377
39272,12551
78150,11
02148,59503
24529,1724
65543,431
68626,614
82644,1480
52345,1468
68506,27952
96062,1105
24378,1229
95957,761
79528,619
35035,1581
99626,282
08904,13982
85326,51705
11795,26030
98814,466
99153,467
74554,1744
17540,9791
08310,1670
52302,36980
24201,17116
25601,5206
37350,1866
11560,6464
59919,839
54720,7039
17320,7823
55395,2892
56011,8925
86023,2627
31036,12998
38341,2252
16353,3348
04234,168
11933,6844
29037,824
97882,7760
72015,27307
45347,4324
34474,16062
59486,1328
61740,1634
10311,0
11238,49262
95425,10841
26338,629
55726,1045
95006,8979
37356,2486
52405,23621
65051,4874
28731,7778
43529,256
70121,12029
38565,1098
07885,10078
41777,947
10468,76103
65327,227
96093,4133
18049,17341
01057,8534
24421,3868
73556,166
06051,30519
67950,2558
28573,2176
94024,22385
73455,673
31535,11264
38122,25270
45855,193
38587,1301
27881,61
48042,27291
98938,2177
56175,3085
19953,4386
00718,26606
17960,3868
73726,472
01949,8987
24487,320
37144,3344
02534,842
55066,18564
61834,8454
76945,1665
45827,2369
68822,4834
11217,35881
53020,3500
48625,13152
17857,7505
32455,4736
64113,11328
72761,21211
84520,1302
49862,5025
16830,13695
38483,5663
29360,20977
81038,486
53805,5269
27053,3007
32738,43830
15692,941
21227,33534
43302,54790
32754,11313
04785,2504
12819,403
12444,497
04853,354
49925,494
46229,27262
38702,1
80128,34988
59474,3820
68820,391
62899,1612
04973,1389
29680,27285
49634,116
18443,458
45502,16110
62555,540
74339,2606
91342,91725
68029,899
10998,3122
00901,7080
33629,23638
68934,188
15923,1770
71065,1232
12729,1874
70719,4460
71322,6969
43516,2951
27577,22911
98278,1065
80610,2791
92365,2637
62095,11237
91104,36751
94949,17202
16238,410
56748,600
23834,25612
50658,2518
07423,4078
91606,44958
98288,333
18471,685
43076,9051
65619,7393
54968,2779
34285,17599
27890,2521
66959,203
33948,15958
92243,48030
89103,50519
02568,4000
57349,1493
68828,240
49087,6126
22640,532
41385,470
27959,2789
94904,11995
99748,190
71269,12757
15472,306
01506,3390
38070,175
42051,2840
55109,31444
12725,277
17064,645
72025,847
32950,3982
21102,11751
45001,606
62827,1245
75475,129
82081,60
92562,62079
72941,5251
77613,1218
77456,1303
31014,13756
87942,898
20566,0
43933,2070
06610,22735
32509,660
66204,18832
90601,31974
12927,224
50455,450
77010,366
90262,69745
75574,1868
03839,3735
28732,16491
84731,194
18018,32413
71071,2685
45724,1744
62635,738
20899,142
74804,19631
24808,675
08618,38229
58251,2049
16622,175
14733,3833
70431,5366
95314,0
21071,497
61424,100
73491,721
23180,441
05458,2044
96130,23150
38621,1910
31620,10690
16670,47
97707,5814
53504,2084
17532,3381
25149,242
35053,2617
41472,10985
13157,695
13757,1045
22737,2936
62295,1599
24354,15315
48193,15623
83451,791
01039,1336
44682,803
42274,2373
15475,1356
27949,6947
72110,11498
80304,25623
08107,13675
29935,3685
30228,38569
61753,3012
51342,1249
82730,1566
80239,40512
82842,843
36564,107
26354,11135
80801,154
78201,45307
33839,2756
29832,5335
88002,1656
79749,255
25507,987
32233,23673
48854,18598
34638,20048
24974,299
90016,47596
54614,2947
74759,1358
75028,42226
73006,3718
37397,10127
31833,6900
40058,64
76470,3238
08844,38367
49752,515
93305,37601
44610,263
00662,43282
31520,22336
44802,1032
94074,214
81430,727
37665,5589
21705,8
48624,15810
50033,44
17022,29602
01773,5112
31763,23304
75832,66
98524,3232
97358,2576
54721,1373
59456,233
80477,155
05083,151
29148,6230
75966,5371
57031,741
38855,4602
47601,13896
47838,4081
33404,27489
13813,977
14810,12356
52801,1122
62832,9208
06238,12428
44446,20955
49747,1921
66736,3954
49021,6182
19702,51899
40372,2128
97135,861
64859,1358
19808,38442
08611,28038
60623,92108
76126,19395
99615,12899
32765,56349
98198,34584
34202,19816
57648,335
62339,874
01028,15720
68667,92
54734,856
65674,2991
01355,878
07460,3457
37335,2778
04069,1465
54524,670
07720,4298
79756,9066
47884,229
28616,493
97525,4601
34109,23338
14781,2225
97701,58993
97338,20045
39350,24865
49894,680
13066,12390
50034,490
67147,9908
22603,13910
84711,735
33873,14742
47901,3518
29728,10301
99720,208
98950,177
29440,28469
50012,4062
38012,14575
32420,2144
16950,3378
98953,6681
35584,460
66771,1028
29678,21676
96817,54628
02539,4067
12779,2460
58362,82
34241,13590
60636,40916
30125,24352
42020,2330
38362,1145
37860,4113
81022,1560
49659,6801
62859,5748
44106,26896
23085,364
57706,2903
19034,5999
46135,20992
85704,30929
70591,5299
79902,21236
47885,9009
49506,31354
82901,27971
79504,2787
05462,1938
55074,2222
33511,52003
15229,13825
22032,29377
59424,87
70114,22870
68642,1721
02771,13708
15680,101
55402,368
48829,3254
08751,4212
83445,7406
23229,32283
02120,15181
99212,19197
96021,16097
84667,405
25187,719
87059,9604
60460,1522
51648,255
02054,7891
81641,3834
79245,2476
55068,27490
22035,0
17584,8957
21777,1470
12464,1020
94703,19846
17246,195
24450,16741
31645,5147
30528,22679
55705,3299
05904,267
44662,9656
13843,1888
53827,292
72635,3624
56169,681
62869,2682
39425,1754
20121,27988
68358,1877
79543,1186
96134,2512
89439,1417
20765,514
17309,2086
51012,6642
04747,1337
72467,303
07202,40849
41314,5239
33908,38251
29572,7893
35148,2702
74358,270
61722,549
40379,3288
54121,2982
15541,3721
51525,1184
34609,37129
71027,1585
91762,55857
85051,40375
24589,2271
45320,15691
30276,13866
48105,33905
83233,109
01460,8924
90005,37681
21915,3030
38913,396
98019,10725
14533,2000
78391,325
77436,73
28615,1876
97534,756
57580,4449
48375,21801
65285,695
61938,22409
30204,13493
79407,19068
99139,1301
28533,2952
15340,1469
12501,2457
26865,248
54480,1332
58482,1003
15952,1413
58495,1332
72348,2594
12518,5870
50254,282
29225,1228
39451,7181
73503,10996
54635,1799
17087,2767
67639,193
06498,6963
78152,2294
29446,1138
21779,983
64740,1884
50144,2901
47957,1894
68746,480
33480,9549
29072,49566
46341,10426
49404,8269
13078,9866
35187,32
63045,3
79512,8197
17340,10896
77591,13131
75785,11263
02109,3771
67112,227
50064,126
46932,3448
61276,138
97834,986
97463,3877
58238,167
11385,98592
15670,3649
24256,3491
55155,0
02152,17497
32110,7600
79378,236
67501,27212
63436,1155
62062,7658
72553,69
44080,226
28781,939
74827,387
78382,19364
58497,326
79521,3980
98203,34354
59720,191
21719,1548
77302,18118
75038,27802
03840,3566
08829,3725
57313,1128
29414,31883
73703,27951
65265,15409
22810,863
38135,30657
04911,2136
10040,41905
54484,4984
02837,3492
03887,2154
98102,20756
53558,10742
35062,7944
36866,3955
87735,90
41226,168
55029,38
22932,7488
32976,9079
49783,19668
04658,1353
62618,7955
85742,25212
97026,3815
26714,482
35214,19592
33169,39353
15078,523
72855,6314
44234,4192
85367,20429
33944,298
30543,4487
37886,4418
07504,12882
68133,9703
60076,33415
95111,58466
73056,441
68001,77
34690,13137
61812,375
56660,240
74523,6048
02081,18472
48656,4058
95563,652
98607,27899
48048,7548
70520,18405
95832,11924
81645,1121
58843,466
55613,205
21140,3457
48737,1245
94923,1411
03467,1842
79603,24288
12953,15836
53563,10728
15129,10920
30259,3041
17032,8192
93242,3468
12563,8084
32746,40571
76566,258
67111,352
02630,1850
35958,3582
97873,228
87731,223
02301,61025
59215,1135
15621,47
57057,152
08401,39554
17043,5957
45433,2011
24243,2222
44040,3020
49877,67
53541,861
94618,16046
97913,5531
05819,9444
82433,789
75848,92
15440,349
30824,17201
06027,1492
47516,1249
57331,459
29743,1071
13804,391
70442,277
91324,27669
55030,1289
28679,2064
31906,21757
99903,31
41861,108
61012,2175
37353,4513
66617,8688
73114,17422
78104,175
18626,516
60479,760
68454,625
95815,24680
30363,2680
92332,65
42321,327
61929,769
17260,1164
33716,15424
99136,29
34655,38464
85173,2872
83324,788
32810,32210
11451,0
17035,839
07107,37650
49534,21570
19716,1568
18902,20973
55771,1680
43045,1953
59716,1798
28586,8218
73741,1614
07012,11703
40075,1323
50133,567
56164,5969
88253,935
43730,2503
15106,18536
27047,1191
66094,416
99927,94
66728,91
25168,2503
04683,104
22731,139
93202,4143
62217,807
30294,39865
07631,27119
49644,2033
12858,59
97880,272
66776,1288
81237,82
62690,4120
72454,5127
26761,685
42204,657
37690,4122
18035,241
77005,25528
30575,1375
40506,2802
64650,727
83704,39628
32059,2377
52208,3153
15430,314
55374,13576
38768,182
26611,224
61431,371
45352,208
27514,32110
36312,6187
35243,17328
16132,355
54455,17029
38365,16
75246,2770
28387,13921
20692,1051
30075,52573
74945,497
19610,15258
18615,1867
53031,43
12121,1916
05901,20
06089,2813
14113,703
61115,23180
17547,7378
45636,148
20260,0
94901,41157
19709,35107
97232,11472
68759,295
66083,8910
04003,330
58275,733
65744,142
62807,961
08865,29840
64015,31217
07424,26222
28374,15990
31315,7488
84311,714
56464,4336
91607,27927
55384,1672
71368,1459
51030,1737
02559,3376
60563,35922
47161,3735
05742,597
03907,894
59804,7533
78873,1788
52212,285
61561,2788
44420,15429
55935,939
65663,2481
66056,1694
02905,25223
08083,9455
19127,5913
34761,37500
08341,2239
29571,15622
74002,2333
61752,4339
68633,1179
58787,136
60446,39807
65541,236
42262,8396
61485,560
16679,844
35757,12840
60042,8547
27233,3390
62558,3590
18020,20447
10977,59048
26205,3690
21722,5545
19138,32273
08837,15847
68010,745
27885,984
21060,29223
32404,38425
38057,3649
62365,647
54006,743
32053,3869
67202,1393
29712,2317
57379,84
61230,1232
67646,718
67648,549
46737,7068
15762,823
58552,1797
71639,6579
79019,1707
49010,17374
94951,4124
43517,3744
71226,1638
52031,5120
85541,21877
36748,3260
70550,174
74557,464
66401,1721
29316,22281
58361,190
10553,10170
49056,4016
58524,100
44202,19561
60404,17395
61007,534
60026,13335
44288,4118
08056,4736
92821,35533
92275,1506
95537,276
51560,2099
89145,23186
87017,429
76871,784
41538,97
02302,32741
29170,19988
16680,427
65603,206
33756,31275
89129,51252
52322,2436
62967,326
71424,1225
45301,130
10458,79492
88260,14343
54232,779
68760,1364
58041,1545
54658,2501
95140,191
91980,165
62984,1841
74883,2526
54007,1188
26283,1734
20745,28451
99653,159
59846,1617
04485,233
02915,16897
19009,864
63469,1194
55065,1201
11798,15347
37317,2403
37189,3320
98346,9297
99701,19019
67449,3351
38487,1057
17315,25756
85629,23568
88012,25961
12722,158
46760,1382
20721,27016
48320,4589
92322,1257
46120,5954
51026,862
33953,5522
51246,3844
30629,4531
56469,998
38131,0
79259,48
26151,558
64848,744
89702,0
59050,1715
97324,1126
62561,5315
75448,655
16333,240
48092,25680
64011,3106
99558,85
14521,2761
82731,135
96090,421
37645,5145
83424,290
07656,8669
53023,1496
24442,120
32701,21577
33936,18994
58833,80
71772,34
53503,1947
77458,468
95209,39488
93430,2972
66932,157
38504,901
87020,11347
47836,47
56220,3070
93042,56
05826,983
67513,93
25432,121
95320,12819
75048,20328
33101,0
30564,4463
91916,1622
93410,0
36560,3690
79415,17689
21919,3467
55378,26958
68836,1688
12804,26540
81049,289
30068,31595
42758,139
77091,23472
95133,25401
28211,28523
10037,17416
32960,20037
23314,6991
30124,2978
33947,8180
64486,455
85737,20727
05201,14851
62079,256
67877,2255
48836,13510
40763,469
47385,1612
71711,106
47264,1428
67124,8203
11358,37546
15066,12785
51243,807
60631,28641
37360,1732
71999,706
66006,7459
78884,1158
58317,226
79733,210
94930,8500
03835,6786
60301,2539
40824,559
13054,1582
70391,202
57457,90
21207,48133
94134,40798
60931,615
68057,1544
21217,37111
56579,1136
32836,16647
04231,236
